Porter,paciente 1,paciente 2,paciente 1 end,paciente 2 start,Pickup,DropOff,Deposito,Depot 1,Depot 2,Depot 3,TOTAL
11,12,55,08:05:48,08:36:36,FALSE,FALSE,0,20,20,20,60
0,14,16,08:06:42,08:07:42,FALSE,FALSE,0,20,20,20,60
6,15,31,08:06:42,08:23:58,FALSE,FALSE,0,20,20,20,60
7,1,41,08:07:24,08:30:54,TRUE,FALSE,2,20,19,20,59
10,11,52,08:08:00,08:35:51,FALSE,FALSE,0,19,19,19,57
5,13,34,08:08:42,08:27:49,FALSE,FALSE,0,19,19,19,57
13,10,49,08:09:18,08:46:09,FALSE,FALSE,0,19,19,19,57
2,5,7,08:11:12,08:12:12,FALSE,FALSE,0,19,19,19,57
3,6,25,08:11:42,08:25:24,FALSE,FALSE,0,19,19,19,57
12,3,37,08:11:42,08:24:52,FALSE,FALSE,0,19,19,19,57
8,4,20,08:12:12,08:30:23,FALSE,FALSE,0,19,19,19,57
1,2,19,08:13:00,08:16:47,FALSE,TRUE,1,20,19,19,58
4,9,30,08:13:18,08:25:17,FALSE,FALSE,0,19,19,19,57
9,8,39,08:14:00,08:34:24,FALSE,FALSE,0,19,19,19,57
0,16,18,08:14:42,08:21:00,TRUE,FALSE,2,19,18,19,56
2,7,22,08:15:12,08:16:12,FALSE,FALSE,0,18,18,18,54
2,22,23,08:22:12,08:29:00,FALSE,FALSE,0,18,18,18,54
1,19,21,08:22:47,08:23:47,FALSE,FALSE,0,18,18,18,54
0,18,26,08:25:30,08:31:54,TRUE,FALSE,2,18,17,18,53
1,21,28,08:28:47,08:29:47,FALSE,FALSE,0,17,17,17,51
6,31,48,08:29:22,08:34:46,FALSE,FALSE,0,17,17,17,51
4,30,44,08:30:05,08:35:05,FALSE,FALSE,0,17,17,17,51
14,27,63,08:30:06,09:10:59,FALSE,FALSE,0,17,17,17,51
12,37,66,08:30:16,08:40:27,FALSE,FALSE,0,17,17,17,51
3,25,45,08:31:24,08:35:54,FALSE,FALSE,0,17,17,17,51
2,23,38,08:32:00,08:35:00,FALSE,FALSE,0,17,17,17,51
8,20,17,08:32:23,08:34:23,FALSE,FALSE,0,17,17,17,51
0,26,36,08:32:54,08:36:48,FALSE,FALSE,0,17,17,17,51
5,34,46,08:34:07,08:35:07,FALSE,FALSE,0,17,17,17,51
1,28,40,08:35:11,08:36:11,FALSE,FALSE,0,17,17,17,51
15,43,59,08:37:14,09:05:19,FALSE,FALSE,0,17,17,17,51
8,17,29,08:37:23,08:40:23,FALSE,FALSE,0,17,17,17,51
7,41,33,08:37:54,08:43:42,FALSE,TRUE,2,17,18,17,52
9,39,24,08:39:12,08:42:54,FALSE,FALSE,0,18,18,18,54
5,46,54,08:40:07,08:41:07,FALSE,FALSE,0,18,18,18,54
0,36,70,08:40:36,08:41:36,FALSE,FALSE,0,18,18,18,54
6,48,35,08:41:04,08:48:04,FALSE,FALSE,0,18,18,18,54
11,55,53,08:41:06,08:43:06,FALSE,FALSE,0,18,18,18,54
3,45,50,08:41:18,08:42:18,FALSE,FALSE,0,18,18,18,54
1,40,42,08:41:35,08:42:35,FALSE,FALSE,0,18,18,18,54
2,38,47,08:42:00,08:48:18,FALSE,FALSE,0,18,18,18,54
4,44,58,08:42:17,08:46:41,TRUE,FALSE,2,18,17,18,53
10,52,61,08:43:03,08:52:30,FALSE,FALSE,0,17,17,17,51
8,29,32,08:43:23,08:44:23,FALSE,FALSE,0,17,17,17,51
1,42,72,08:44:35,08:45:35,FALSE,FALSE,0,17,17,17,51
0,70,69,08:44:36,08:46:36,FALSE,FALSE,0,17,17,17,51
5,54,56,08:46:07,08:52:25,FALSE,FALSE,0,17,17,17,51
12,66,62,08:46:27,09:00:29,FALSE,FALSE,0,17,17,17,51
8,32,81,08:47:23,08:53:41,FALSE,FALSE,0,17,17,17,51
3,50,74,08:47:42,08:52:30,TRUE,FALSE,2,17,16,17,50
9,24,65,08:47:42,08:53:00,TRUE,FALSE,2,16,15,16,47
7,33,83,08:48:12,08:51:00,FALSE,FALSE,0,15,15,15,45
11,53,97,08:48:30,08:57:29,FALSE,FALSE,0,15,15,15,45
6,35,90,08:51:04,08:56:16,FALSE,FALSE,0,15,15,15,45
4,58,88,08:51:11,08:54:11,FALSE,TRUE,2,15,16,15,46
1,72,85,08:51:35,08:57:35,FALSE,FALSE,0,16,16,16,48
0,69,82,08:51:36,08:57:42,FALSE,FALSE,0,16,16,16,48
2,47,86,08:52:48,08:57:18,FALSE,FALSE,0,16,16,16,48
13,49,60,08:53:45,09:02:04,FALSE,FALSE,0,16,16,16,48
7,83,57,08:54:48,08:55:48,TRUE,FALSE,3,16,16,15,47
9,65,76,08:58:18,09:03:18,FALSE,FALSE,0,16,16,16,48
10,61,71,08:58:18,09:01:18,FALSE,FALSE,0,16,16,16,48
5,56,79,08:58:43,09:04:01,FALSE,FALSE,0,16,16,16,48
7,57,51,08:58:48,09:02:18,FALSE,TRUE,2,16,17,16,49
3,74,73,08:59:42,09:04:00,FALSE,TRUE,1,18,17,17,52
8,81,105,08:59:59,09:04:29,FALSE,FALSE,0,17,17,17,51
1,85,99,09:00:35,09:05:23,FALSE,FALSE,0,17,17,17,51
0,82,101,09:00:42,09:05:42,FALSE,FALSE,0,17,17,17,51
4,88,87,09:01:11,09:05:35,FALSE,FALSE,0,17,17,17,51
6,90,92,09:01:34,09:04:34,FALSE,FALSE,0,17,17,17,51
2,86,102,09:02:06,09:06:06,FALSE,FALSE,0,17,17,17,51
11,97,113,09:04:29,09:05:29,FALSE,FALSE,0,17,17,17,51
7,51,98,09:05:48,09:09:18,TRUE,FALSE,2,17,16,17,50
12,62,64,09:05:53,09:06:53,FALSE,FALSE,0,16,16,16,48
10,71,121,09:06:06,09:10:54,FALSE,FALSE,0,16,16,16,48
3,73,116,09:07:00,09:09:00,FALSE,FALSE,0,16,16,16,48
13,60,91,09:08:04,09:14:04,FALSE,FALSE,0,16,16,16,48
6,92,93,09:08:22,09:11:10,FALSE,FALSE,0,16,16,16,48
8,105,103,09:08:59,09:15:17,FALSE,FALSE,0,16,16,16,48
9,76,67,09:09:18,09:12:18,FALSE,FALSE,0,16,16,16,48
12,64,68,09:09:53,09:12:53,FALSE,FALSE,0,16,16,16,48
5,79,118,09:10:01,09:15:49,FALSE,FALSE,0,16,16,16,48
2,102,104,09:10:36,09:13:36,FALSE,FALSE,0,16,16,16,48
0,101,125,09:10:42,09:12:42,TRUE,FALSE,2,16,15,16,47
15,59,89,09:10:43,09:11:43,FALSE,FALSE,0,15,15,15,45
4,87,107,09:10:59,09:13:59,FALSE,FALSE,0,15,15,15,45
11,113,78,09:11:29,09:16:47,FALSE,FALSE,0,15,15,15,45
1,99,117,09:12:35,09:16:53,FALSE,FALSE,0,15,15,15,45
7,98,108,09:12:48,09:17:48,FALSE,TRUE,2,15,16,15,46
15,89,75,09:13:43,09:15:43,TRUE,FALSE,2,16,15,16,47
14,63,135,09:13:59,09:15:30,FALSE,FALSE,0,15,15,15,45
3,116,106,09:14:00,09:18:24,FALSE,FALSE,0,15,15,15,45
9,67,77,09:14:18,09:15:18,FALSE,FALSE,0,15,15,15,45
6,93,115,09:16:34,09:21:10,FALSE,FALSE,0,15,15,15,45
2,104,120,09:16:36,09:19:36,FALSE,FALSE,0,15,15,15,45
4,107,110,09:16:59,09:18:59,FALSE,FALSE,0,15,15,15,45
9,77,80,09:17:18,09:18:18,FALSE,FALSE,0,15,15,15,45
12,68,95,09:17:23,09:21:47,FALSE,TRUE,2,15,16,15,46
0,125,134,09:18:06,09:19:06,FALSE,FALSE,0,16,16,16,48
10,121,96,09:18:30,09:23:36,FALSE,FALSE,0,16,16,16,48
1,117,137,09:19:53,09:25:11,FALSE,FALSE,0,16,16,16,48
13,91,94,09:20:16,09:21:16,FALSE,FALSE,0,16,16,16,48
5,118,146,09:20:49,09:25:37,FALSE,FALSE,0,16,16,16,48
15,75,84,09:21:07,09:28:01,FALSE,FALSE,0,16,16,16,48
9,80,119,09:21:18,09:25:00,FALSE,FALSE,0,16,16,16,48
8,103,111,09:21:35,09:22:35,FALSE,FALSE,0,16,16,16,48
11,78,100,09:21:47,09:26:47,FALSE,FALSE,0,16,16,16,48
14,135,123,09:22:30,09:32:34,FALSE,FALSE,0,16,16,16,48
2,120,138,09:22:36,09:24:36,FALSE,FALSE,0,16,16,16,48
4,110,152,09:23:59,09:30:59,FALSE,FALSE,0,16,16,16,48
0,134,136,09:24:30,09:25:30,FALSE,FALSE,0,16,16,16,48
3,106,141,09:24:42,09:26:42,FALSE,FALSE,0,16,16,16,48
7,108,162,09:25:00,09:29:36,FALSE,FALSE,0,16,16,16,48
6,115,156,09:26:10,09:31:34,TRUE,FALSE,2,16,15,16,47
12,95,128,09:26:35,09:28:35,FALSE,FALSE,0,15,15,15,45
8,111,124,09:27:05,09:31:05,FALSE,FALSE,0,15,15,15,45
13,94,166,09:28:16,09:31:16,FALSE,FALSE,0,15,15,15,45
0,136,148,09:28:30,09:32:48,FALSE,FALSE,0,15,15,15,45
10,96,131,09:29:00,09:30:00,FALSE,FALSE,0,15,15,15,45
15,84,109,09:29:01,09:35:55,FALSE,TRUE,3,15,15,16,46
1,137,151,09:30:29,09:33:29,FALSE,FALSE,0,15,15,15,45
2,138,150,09:30:48,09:31:48,FALSE,FALSE,0,15,15,15,45
9,119,168,09:31:00,09:35:48,FALSE,FALSE,0,15,15,15,45
11,100,140,09:32:05,09:36:41,FALSE,FALSE,0,15,15,15,45
3,141,165,09:32:42,09:37:18,FALSE,FALSE,0,15,15,15,45
5,146,143,09:32:49,09:40:01,FALSE,FALSE,0,15,15,15,45
12,128,145,09:33:23,09:39:05,FALSE,FALSE,0,15,15,15,45
7,162,153,09:34:36,09:40:54,FALSE,FALSE,0,15,15,15,45
10,131,161,09:35:24,09:40:42,FALSE,FALSE,0,15,15,15,45
4,152,133,09:35:29,09:38:17,FALSE,FALSE,0,15,15,15,45
1,151,164,09:36:29,09:39:29,FALSE,FALSE,0,15,15,15,45
8,124,182,09:36:53,09:37:53,FALSE,FALSE,0,15,15,15,45
6,156,147,09:36:58,09:38:58,FALSE,FALSE,0,15,15,15,45
13,166,149,09:37:16,09:42:04,FALSE,FALSE,0,15,15,15,45
0,148,180,09:37:48,09:40:36,FALSE,FALSE,0,15,15,15,45
2,150,167,09:38:06,09:41:06,FALSE,FALSE,0,15,15,15,45
14,123,155,09:38:34,09:41:22,FALSE,FALSE,0,15,15,15,45
4,133,172,09:39:47,09:42:29,FALSE,FALSE,0,15,15,15,45
15,109,114,09:41:19,09:43:19,FALSE,FALSE,0,15,15,15,45
11,140,112,09:41:41,09:42:41,FALSE,FALSE,0,15,15,15,45
0,180,181,09:42:06,09:47:24,FALSE,FALSE,0,15,15,15,45
3,165,157,09:42:18,09:43:18,FALSE,FALSE,0,15,15,15,45
1,164,183,09:42:29,09:43:29,FALSE,FALSE,0,15,15,15,45
9,168,177,09:43:24,09:44:24,FALSE,FALSE,0,15,15,15,45
2,167,163,09:44:06,09:46:06,FALSE,FALSE,0,15,15,15,45
6,147,171,09:44:22,09:49:10,FALSE,FALSE,0,15,15,15,45
5,143,169,09:44:49,09:48:43,FALSE,FALSE,0,15,15,15,45
8,182,126,09:44:53,09:49:17,FALSE,FALSE,0,15,15,15,45
15,114,122,09:45:19,09:47:19,FALSE,FALSE,0,15,15,15,45
12,145,129,09:46:05,09:52:05,FALSE,FALSE,0,15,15,15,45
1,183,185,09:46:29,09:47:29,FALSE,FALSE,0,15,15,15,45
13,149,127,09:46:34,09:47:34,FALSE,FALSE,0,15,15,15,45
10,161,130,09:46:42,09:51:42,FALSE,FALSE,0,15,15,15,45
14,155,139,09:47:10,09:52:10,FALSE,FALSE,0,15,15,15,45
7,153,174,09:47:12,09:48:12,FALSE,FALSE,0,15,15,15,45
4,172,179,09:47:53,09:53:59,TRUE,FALSE,2,15,14,15,44
3,157,201,09:48:18,09:52:36,FALSE,FALSE,0,14,14,14,42
11,112,132,09:48:59,09:53:23,FALSE,FALSE,0,14,14,14,42
13,127,142,09:50:34,09:53:34,FALSE,FALSE,0,14,14,14,42
2,163,199,09:51:06,09:56:00,FALSE,FALSE,0,14,14,14,42
9,177,144,09:52:00,09:56:48,FALSE,FALSE,0,14,14,14,42
15,122,160,09:52:37,09:57:49,FALSE,TRUE,2,14,15,14,43
0,181,210,09:52:48,09:53:48,FALSE,FALSE,0,15,15,15,45
7,174,188,09:53:12,09:59:54,FALSE,FALSE,0,15,15,15,45
1,185,211,09:53:29,09:58:29,TRUE,FALSE,2,15,14,15,44
5,169,184,09:54:07,09:58:37,FALSE,FALSE,0,14,14,14,42
14,139,194,09:54:10,09:56:10,TRUE,FALSE,2,14,13,14,41
6,171,204,09:54:58,09:55:58,FALSE,FALSE,0,13,13,13,39
8,126,193,09:55:23,09:57:23,FALSE,FALSE,0,13,13,13,39
3,201,198,09:55:36,09:58:36,FALSE,FALSE,0,13,13,13,39
10,130,190,09:56:12,09:57:12,FALSE,FALSE,0,13,13,13,39
13,142,154,09:56:34,09:57:34,FALSE,FALSE,0,13,13,13,39
4,179,202,09:56:59,09:59:41,FALSE,TRUE,2,13,14,13,40
12,129,158,09:58:05,10:00:05,FALSE,FALSE,0,14,14,14,42
11,132,196,09:58:47,10:03:17,FALSE,FALSE,0,14,14,14,42
0,210,214,09:58:48,10:05:24,FALSE,FALSE,0,14,14,14,42
1,211,226,10:00:29,10:03:29,FALSE,TRUE,2,14,15,14,43
2,199,215,10:00:30,10:05:18,FALSE,FALSE,0,15,15,15,45
13,154,159,10:00:34,10:02:34,FALSE,FALSE,0,15,15,15,45
15,160,170,10:00:49,10:06:37,TRUE,FALSE,3,15,15,14,44
14,194,173,10:01:34,10:06:58,FALSE,FALSE,0,15,15,15,45
3,198,219,10:01:36,10:02:36,FALSE,FALSE,0,15,15,15,45
9,144,228,10:02:12,10:03:12,TRUE,FALSE,2,15,14,15,44
10,190,175,10:02:36,10:07:06,FALSE,FALSE,0,14,14,14,42
8,193,218,10:02:41,10:07:29,TRUE,FALSE,2,14,13,14,41
7,188,203,10:02:54,10:08:18,FALSE,FALSE,0,13,13,13,39
6,204,200,10:02:58,10:03:58,FALSE,FALSE,0,13,13,13,39
4,202,206,10:03:29,10:06:29,FALSE,FALSE,0,13,13,13,39
5,184,208,10:03:55,10:04:55,FALSE,FALSE,0,13,13,13,39
12,158,176,10:04:35,10:09:05,FALSE,FALSE,0,13,13,13,39
1,226,244,10:06:29,10:07:29,TRUE,FALSE,2,13,12,13,38
11,196,217,10:07:47,10:11:17,FALSE,TRUE,2,12,13,12,37
3,219,230,10:08:00,10:13:24,FALSE,FALSE,0,13,13,13,39
0,214,245,10:08:24,10:11:24,FALSE,FALSE,0,13,13,13,39
9,228,231,10:08:36,10:13:54,FALSE,TRUE,2,13,14,13,40
13,159,222,10:08:52,10:14:10,FALSE,FALSE,0,14,14,14,42
5,208,236,10:09:25,10:15:43,FALSE,FALSE,0,14,14,14,42
14,173,178,10:09:58,10:16:52,TRUE,FALSE,3,14,14,13,41
2,215,227,10:10:06,10:12:54,FALSE,FALSE,0,14,14,14,42
6,200,253,10:10:16,10:15:40,TRUE,FALSE,2,14,13,14,41
12,176,224,10:12:05,10:15:29,FALSE,FALSE,0,13,13,13,39
15,170,186,10:12:37,10:18:07,FALSE,TRUE,2,13,14,13,40
4,206,247,10:12:47,10:13:47,FALSE,FALSE,0,14,14,14,42
1,244,243,10:12:53,10:17:47,FALSE,TRUE,2,14,15,14,43
10,175,187,10:13:06,10:18:54,FALSE,FALSE,0,15,15,15,45
7,203,216,10:13:42,10:15:42,FALSE,FALSE,0,15,15,15,45
0,245,263,10:14:24,10:16:24,FALSE,FALSE,0,15,15,15,45
2,227,233,10:14:24,10:17:12,FALSE,FALSE,0,15,15,15,45
8,218,265,10:14:41,10:21:53,FALSE,TRUE,1,16,15,15,46
11,217,220,10:14:47,10:19:47,FALSE,FALSE,0,15,15,15,45
3,230,269,10:16:24,10:23:24,TRUE,FALSE,3,15,15,14,44
5,236,249,10:18:43,10:21:31,FALSE,FALSE,0,15,15,15,45
2,233,248,10:19:12,10:22:12,FALSE,FALSE,0,15,15,15,45
9,231,264,10:19:12,10:24:18,FALSE,FALSE,0,15,15,15,45
4,247,262,10:20:05,10:24:53,FALSE,FALSE,0,15,15,15,45
13,222,232,10:20:10,10:23:10,FALSE,FALSE,0,15,15,15,45
6,253,235,10:21:04,10:23:04,FALSE,TRUE,2,15,16,15,46
7,216,246,10:21:06,10:26:00,FALSE,FALSE,0,16,16,16,48
14,178,240,10:22:16,10:23:16,FALSE,FALSE,0,16,16,16,48
1,243,260,10:22:17,10:24:17,FALSE,FALSE,0,16,16,16,48
0,263,268,10:22:24,10:27:12,FALSE,FALSE,0,16,16,16,48
12,224,191,10:23:05,10:28:47,FALSE,FALSE,0,16,16,16,48
15,186,189,10:23:31,10:26:13,FALSE,TRUE,2,16,17,16,49
10,187,239,10:23:54,10:26:54,FALSE,FALSE,0,17,17,17,51
11,220,192,10:24:47,10:27:47,FALSE,FALSE,0,17,17,17,51
2,248,276,10:25:12,10:28:12,TRUE,FALSE,2,17,16,17,50
5,249,257,10:25:19,10:28:19,FALSE,FALSE,0,16,16,16,48
15,189,195,10:27:43,10:33:31,TRUE,FALSE,2,16,15,16,47
6,235,259,10:28:04,10:32:40,FALSE,FALSE,0,15,15,15,45
14,240,278,10:28:34,10:29:34,FALSE,FALSE,0,15,15,15,45
8,265,267,10:29:05,10:30:05,FALSE,FALSE,0,15,15,15,45
13,232,205,10:29:10,10:34:28,FALSE,FALSE,0,15,15,15,45
4,262,252,10:29:41,10:32:29,FALSE,FALSE,0,15,15,15,45
3,269,284,10:29:42,10:34:42,FALSE,TRUE,2,15,16,15,46
10,239,256,10:29:54,10:30:54,FALSE,FALSE,0,16,16,16,48
1,260,279,10:30:17,10:36:17,FALSE,FALSE,0,16,16,16,48
7,246,285,10:30:30,10:32:30,FALSE,FALSE,0,16,16,16,48
11,192,266,10:30:47,10:32:47,FALSE,FALSE,0,16,16,16,48
9,264,272,10:31:18,10:36:12,FALSE,FALSE,0,16,16,16,48
5,257,261,10:31:19,10:32:19,FALSE,FALSE,0,16,16,16,48
0,268,277,10:31:42,10:33:42,FALSE,FALSE,0,16,16,16,48
4,252,275,10:33:59,10:39:17,FALSE,FALSE,0,16,16,16,48
14,278,197,10:34:52,10:35:52,FALSE,FALSE,0,16,16,16,48
8,267,207,10:35:05,10:37:05,FALSE,FALSE,0,16,16,16,48
2,276,280,10:35:12,10:41:30,FALSE,TRUE,2,16,17,16,49
5,261,295,10:35:19,10:38:19,FALSE,FALSE,0,17,17,17,51
12,191,209,10:35:47,10:38:47,FALSE,FALSE,0,17,17,17,51
10,256,229,10:37:12,10:44:12,TRUE,FALSE,2,17,16,17,50
6,259,288,10:37:40,10:42:58,FALSE,FALSE,0,16,16,16,48
11,266,225,10:38:11,10:39:11,FALSE,FALSE,0,16,16,16,48
0,277,305,10:38:30,10:43:18,FALSE,FALSE,0,16,16,16,48
7,285,281,10:38:30,10:43:06,FALSE,FALSE,0,16,16,16,48
15,195,213,10:38:31,10:39:31,FALSE,TRUE,2,16,17,16,49
13,205,223,10:38:58,10:43:28,FALSE,FALSE,0,17,17,17,51
3,284,294,10:39:42,10:46:00,FALSE,FALSE,0,17,17,17,51
8,207,221,10:40:05,10:43:05,FALSE,FALSE,0,17,17,17,51
14,197,212,10:40:52,10:41:52,FALSE,TRUE,2,17,18,17,52
5,295,297,10:41:19,10:46:43,FALSE,FALSE,0,18,18,18,54
9,272,312,10:41:36,10:46:24,FALSE,FALSE,0,18,18,18,54
1,279,296,10:42:17,10:47:05,FALSE,FALSE,0,18,18,18,54
2,280,298,10:43:30,10:46:30,FALSE,FALSE,0,18,18,18,54
11,225,286,10:44:35,10:47:35,FALSE,FALSE,0,18,18,18,54
4,275,307,10:44:41,10:46:41,TRUE,FALSE,2,18,17,18,53
15,213,241,10:44:55,10:49:31,FALSE,TRUE,2,17,18,17,52
12,209,238,10:45:05,10:46:05,FALSE,FALSE,0,18,18,18,54
0,305,317,10:45:18,10:48:18,FALSE,FALSE,0,18,18,18,54
13,223,237,10:46:28,10:49:28,FALSE,FALSE,0,18,18,18,54
14,212,234,10:46:52,10:47:52,FALSE,FALSE,0,18,18,18,54
8,221,309,10:48:05,10:52:41,TRUE,FALSE,2,18,17,18,53
7,281,283,10:48:06,10:51:06,FALSE,FALSE,0,17,17,17,51
6,288,310,10:48:58,10:51:58,FALSE,FALSE,0,17,17,17,51
2,298,299,10:49:30,10:52:12,TRUE,FALSE,2,17,16,17,50
11,286,292,10:50:35,10:53:35,TRUE,FALSE,2,16,15,16,47
10,229,306,10:51:12,10:56:36,FALSE,FALSE,0,15,15,15,45
0,317,313,10:51:18,10:52:18,FALSE,FALSE,0,15,15,15,45
1,296,316,10:51:35,10:53:35,FALSE,FALSE,0,15,15,15,45
5,297,332,10:52:07,10:54:07,FALSE,FALSE,0,15,15,15,45
3,294,326,10:52:18,10:55:18,FALSE,FALSE,0,15,15,15,45
4,307,329,10:52:41,10:58:41,FALSE,FALSE,0,15,15,15,45
12,238,242,10:53:05,10:58:53,FALSE,FALSE,0,15,15,15,45
14,234,250,10:53:16,10:54:16,FALSE,TRUE,2,15,16,15,46
9,312,314,10:53:36,11:00:36,FALSE,FALSE,0,16,16,16,48
2,299,338,10:53:42,10:56:24,FALSE,TRUE,2,16,17,16,49
7,283,339,10:54:06,10:59:06,FALSE,FALSE,0,17,17,17,51
13,237,251,10:54:52,10:55:52,FALSE,FALSE,0,17,17,17,51
15,241,324,10:55:31,10:58:31,TRUE,FALSE,3,17,17,16,50
11,292,323,10:56:35,10:59:35,FALSE,FALSE,0,17,17,17,51
8,309,302,10:57:29,10:58:29,FALSE,TRUE,2,17,18,17,52
0,313,327,10:57:42,11:03:06,FALSE,FALSE,0,18,18,18,54
6,310,311,10:57:58,11:04:46,FALSE,FALSE,0,18,18,18,54
1,316,341,10:58:47,11:04:05,FALSE,FALSE,0,18,18,18,54
14,250,319,10:59:40,11:04:58,FALSE,FALSE,0,18,18,18,54
5,332,346,11:00:07,11:05:07,FALSE,FALSE,0,18,18,18,54
13,251,254,11:01:16,11:02:16,FALSE,TRUE,2,18,19,18,55
10,306,255,11:01:36,11:02:36,FALSE,TRUE,2,19,20,19,58
2,338,343,11:01:48,11:06:42,FALSE,FALSE,0,20,20,20,60
3,326,328,11:02:18,11:07:36,FALSE,FALSE,0,20,20,20,60
8,302,271,11:02:59,11:07:29,FALSE,FALSE,0,20,20,20,60
15,324,273,11:03:19,11:08:07,FALSE,TRUE,2,20,21,20,61
4,329,322,11:03:41,11:04:41,FALSE,FALSE,0,21,21,21,63
7,339,344,11:04:06,11:09:30,FALSE,FALSE,0,21,21,21,63
12,242,258,11:04:53,11:06:53,TRUE,FALSE,2,21,20,21,62
0,327,342,11:05:06,11:08:06,FALSE,FALSE,0,20,20,20,60
13,254,270,11:05:16,11:08:16,FALSE,FALSE,0,20,20,20,60
6,311,337,11:05:46,11:08:46,FALSE,FALSE,0,20,20,20,60
11,323,282,11:06:35,11:12:53,FALSE,FALSE,0,20,20,20,60
5,346,334,11:06:37,11:09:25,FALSE,FALSE,0,20,20,20,60
10,255,359,11:07:06,11:11:24,FALSE,FALSE,0,20,20,20,60
9,314,330,11:07:36,11:12:42,TRUE,FALSE,1,19,20,20,59
12,258,362,11:08:53,11:13:29,FALSE,FALSE,0,20,20,20,60
4,322,360,11:10:05,11:11:05,FALSE,FALSE,0,20,20,20,60
1,341,345,11:10:23,11:13:23,FALSE,FALSE,0,20,20,20,60
14,319,340,11:10:58,11:15:34,FALSE,FALSE,0,20,20,20,60
0,342,354,11:11:06,11:13:06,FALSE,FALSE,0,20,20,20,60
2,343,356,11:11:12,11:16:00,TRUE,FALSE,2,20,19,20,59
13,270,274,11:11:16,11:15:10,TRUE,FALSE,3,19,19,18,56
15,273,287,11:11:37,11:15:07,FALSE,FALSE,0,19,19,19,57
8,271,293,11:12:17,11:16:29,FALSE,FALSE,0,19,19,19,57
3,328,357,11:12:54,11:14:54,FALSE,FALSE,0,19,19,19,57
6,337,301,11:13:46,11:18:46,FALSE,FALSE,0,19,19,19,57
9,330,289,11:14:42,11:15:42,FALSE,TRUE,2,19,20,19,58
5,334,335,11:14:43,11:15:43,FALSE,FALSE,0,20,20,20,60
7,344,291,11:14:54,11:16:54,FALSE,FALSE,0,20,20,20,60
11,282,290,11:15:53,11:16:53,FALSE,FALSE,0,20,20,20,60
1,345,358,11:16:23,11:19:23,FALSE,FALSE,0,20,20,20,60
4,360,300,11:16:29,11:17:29,FALSE,FALSE,0,20,20,20,60
9,289,303,11:17:42,11:18:42,FALSE,FALSE,0,20,20,20,60
12,362,304,11:17:59,11:19:59,FALSE,FALSE,0,20,20,20,60
0,354,371,11:18:06,11:23:30,FALSE,FALSE,0,20,20,20,60
10,359,321,11:18:36,11:19:36,FALSE,FALSE,0,20,20,20,60
14,340,315,11:20:04,11:22:04,FALSE,FALSE,0,20,20,20,60
15,287,375,11:20:25,11:21:25,FALSE,FALSE,0,20,20,20,60
11,290,318,11:20:41,11:23:29,FALSE,FALSE,0,20,20,20,60
2,356,377,11:20:48,11:21:48,FALSE,TRUE,2,20,21,20,61
3,357,361,11:20:54,11:26:54,FALSE,FALSE,0,21,21,21,63
13,274,331,11:20:58,11:21:58,FALSE,FALSE,0,21,21,21,63
8,293,353,11:20:59,11:21:59,FALSE,FALSE,0,21,21,21,63
5,335,373,11:21:43,11:22:43,FALSE,FALSE,0,21,21,21,63
6,301,308,11:21:46,11:22:46,TRUE,FALSE,3,21,21,20,62
7,291,325,11:22:18,11:23:18,TRUE,FALSE,2,21,20,21,62
1,358,376,11:22:23,11:24:23,FALSE,FALSE,0,20,20,20,60
4,300,349,11:22:53,11:23:53,TRUE,FALSE,2,20,19,20,59
12,304,336,11:22:59,11:26:16,FALSE,FALSE,0,19,19,19,57
2,377,379,11:23:48,11:24:48,TRUE,FALSE,2,19,18,19,56
14,315,320,11:24:04,11:25:04,FALSE,TRUE,2,18,19,18,55
9,303,350,11:25:00,11:31:18,FALSE,FALSE,0,19,19,19,57
6,308,382,11:25:46,11:32:04,FALSE,TRUE,2,19,20,19,58
15,375,403,11:26:43,11:38:50,TRUE,FALSE,2,20,19,20,59
10,321,333,11:26:48,11:27:48,FALSE,FALSE,0,19,19,19,57
4,349,365,11:26:53,11:31:53,FALSE,FALSE,0,19,19,19,57
8,353,347,11:27:23,11:28:23,TRUE,FALSE,2,19,18,19,56
13,331,390,11:27:46,11:30:48,FALSE,TRUE,2,18,19,18,55
14,320,395,11:28:04,11:31:46,TRUE,FALSE,3,19,19,18,56
12,336,363,11:28:16,11:33:34,FALSE,FALSE,0,19,19,19,57
11,318,352,11:28:17,11:33:05,FALSE,FALSE,0,19,19,19,57
0,371,374,11:28:18,11:33:06,FALSE,FALSE,0,19,19,19,57
7,325,378,11:28:42,11:33:42,FALSE,TRUE,2,19,20,19,58
3,361,391,11:28:54,11:35:12,FALSE,FALSE,0,20,20,20,60
5,373,369,11:29:43,11:34:07,FALSE,FALSE,0,20,20,20,60
1,376,388,11:30:35,11:31:35,FALSE,FALSE,0,20,20,20,60
2,379,381,11:30:48,11:35:36,FALSE,TRUE,2,20,21,20,61
10,333,348,11:32:36,11:34:36,FALSE,FALSE,0,21,21,21,63
8,347,370,11:33:47,11:36:47,FALSE,TRUE,2,21,22,21,64
0,374,406,11:35:06,11:39:54,FALSE,FALSE,0,22,22,22,66
13,390,351,11:35:18,11:37:18,FALSE,FALSE,0,22,22,22,66
4,365,397,11:36:23,11:41:41,FALSE,FALSE,0,22,22,22,66
