Porter,paciente 1,paciente 2,paciente 1 end,paciente 2 start,Pickup,DropOff,Deposito
15,43,59,08:37:14,09:05:19,False,False,0
15,59,89,09:10:43,09:11:43,False,False,0
15,89,75,09:13:43,09:15:43,True,False,1
15,75,84,09:21:07,09:28:01,False,False,0
15,84,109,09:29:01,09:35:55,False,True,1
15,109,114,09:41:19,09:43:19,False,False,0
15,114,122,09:45:19,09:47:19,False,False,0
15,122,160,09:52:37,09:57:49,False,True,1
15,160,170,10:00:49,10:06:37,True,False,1
15,170,186,10:12:37,10:18:07,False,True,1
15,186,189,10:23:31,10:26:13,False,True,1
15,189,195,10:27:43,10:33:31,True,False,1
15,195,213,10:38:31,10:39:31,False,True,1
15,213,241,10:44:55,10:49:31,False,True,1
15,241,324,10:55:31,10:58:31,True,False,1
15,324,273,11:03:19,11:08:07,False,True,1
15,273,287,11:11:37,11:15:07,False,False,0
15,287,375,11:20:25,11:21:25,False,False,0
15,375,403,11:26:43,11:38:50,True,False,1
15,403,528,11:43:50,13:39:42,False,False,0
15,528,561,13:44:42,13:57:48,False,False,0
15,561,629,14:04:48,14:10:01,False,False,0
15,629,590,14:15:25,14:16:25,False,False,0
15,590,663,14:21:49,14:27:04,False,False,0
15,663,680,14:32:04,14:36:56,False,False,0
15,680,643,14:43:56,14:50:56,True,False,1
15,643,682,14:53:56,15:02:48,False,True,1
15,682,699,15:09:06,15:18:48,False,False,0
